City,Type,Area,Price,Purpose,Location,Built in year,Electricity Backup,Floors,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Lawn or Garden,Luxury_Score
Karachi ,Flat,289 Sq. Yd.,"PKR
3.7 Lakh",For ,"DHA Defence, Karachi, Sindh",2020.0,0.0,,2,3,1.0,1.0,,0
Karachi ,Flat,200 Sq. Yd.,"PKR
10 Lakh",For ,"DHA Defence, Karachi, Sindh",2020.0,0.0,,2,3,,,,0
Karachi ,Flat,311 Sq. Yd.,"PKR
2.8 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,4,5,,,,0
Karachi ,Flat,189 Sq. Yd.,"PKR
1.9 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,2,3,,,,0
Karachi ,Flat,182 Sq. Yd.,"PKR
2.7 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,2,3,,,,0
Karachi ,Lower Portion,500 Sq. Yd.,"PKR
2.4 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,2.0,3,4,1.0,2.0,,0
Karachi ,House,100 Sq. Yd.,"PKR
1.5 Lakh",For ,"DHA Defence, Karachi, Sindh",2024.0,0.0,1.0,4,5,1.0,1.0,,0
Karachi ,Lower Portion,500 Sq. Yd.,"PKR
1.75 Lakh",For ,"DHA Defence, Karachi, Sindh",2021.0,0.0,2.0,2,3,1.0,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
5 Lakh",For ,"DHA Defence, Karachi, Sindh",2018.0,0.0,,5,6,1.0,2.0,,0
Karachi ,Upper Portion,500 Sq. Yd.,"PKR
2.4 Lakh",For ,"DHA Defence, Karachi, Sindh",2022.0,0.0,1.0,3,4,1.0,2.0,,0
Karachi ,Flat,144 Sq. Yd.,"PKR
80 Thousand",For ,"DHA Defence, Karachi, Sindh",2020.0,0.0,,3,4,,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
3.7 Lakh",For ,"DHA Defence, Karachi, Sindh",2015.0,0.0,2.0,4,4,2.0,1.0,,0
Karachi ,Lower Portion,500 Sq. Yd.,"PKR
1.8 Lakh",For ,"Jamshed Town, Karachi, Sindh",2012.0,0.0,2.0,4,5,4.0,2.0,,0
Karachi ,Upper Portion,800 Sq. Yd.,"PKR
4 Lakh",For ,"Navy Housing Scheme Karsaz, Karachi, Sindh",,0.0,,4,4,,,,0
Karachi ,Farm House,240 Sq. Yd.,"PKR
50 Thousand",For ,"Kemari Town, Karachi, Sindh",2020.0,0.0,,3,3,1.0,,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
7 Lakh",For ,"KDA Scheme 1, Karachi, Sindh",,0.0,2.0,6,6,,,,0
Karachi ,House,"2,000 Sq. Yd.","PKR
15 Lakh",For ,"Tipu Sultan Road, Karachi, Sindh",,0.0,2.0,-,-,,,,0
Karachi ,House,400 Sq. Yd.,"PKR
5 Lakh",For ,"Gulshan-e-Iqbal Town, Karachi, Sindh",2020.0,0.0,,10,6,1.0,1.0,,0
Karachi ,House,"3,000 Sq. Yd.","PKR
25 Lakh",For ,"Tipu Sultan Road, Karachi, Sindh",2015.0,0.0,2.0,10,6,2.0,2.0,,0
Karachi ,House,"3,000 Sq. Yd.","PKR
25 Lakh",For ,"Shaheed Millat Road, Karachi, Sindh",2015.0,0.0,2.0,10,6,2.0,2.0,,0
Karachi ,House,152 Sq. Yd.,"PKR
50 Thousand",For ,"Bahria Town Karachi, Karachi, Sindh",2024.0,0.0,2.0,3,3,1.0,2.0,,0
Karachi ,House,200 Sq. Yd.,"PKR
40 Thousand",For ,"Bahria Town Karachi, Karachi, Sindh",2022.0,0.0,,3,3,1.0,1.0,,0
Karachi ,House,272 Sq. Yd.,"PKR
70 Thousand",For ,"Bahria Town Karachi, Karachi, Sindh",,0.0,,4,4,,,,0
Karachi ,Flat,317 Sq. Yd.,"PKR
3 Lakh",For ,"Clifton, Karachi, Sindh",2023.0,0.0,,4,6,1.0,1.0,,0
Karachi ,Upper Portion,800 Sq. Yd.,"PKR
3.75 Lakh",For ,"Zamzama, Karachi, Sindh",2021.0,0.0,,3,4,,,,0
Karachi ,Flat,106 Sq. Yd.,"PKR
85 Thousand",For ,"DHA Defence, Karachi, Sindh",2014.0,0.0,,2,2,,1.0,,0
Karachi ,Flat,178 Sq. Yd.,"PKR
60 Thousand",For ,"Cantt, Karachi, Sindh",,0.0,,3,3,,,,0
Karachi ,Flat,111 Sq. Yd.,"PKR
60 Thousand",For ,"DHA Defence, Karachi, Sindh",,0.0,,2,2,,1.0,,0
Karachi ,Flat,256 Sq. Yd.,"PKR
2.3 Lakh",For ,"Clifton, Karachi, Sindh",2022.0,0.0,,3,4,1.0,1.0,,0
Karachi ,Flat,267 Sq. Yd.,"PKR
1.9 Lakh",For ,"Clifton, Karachi, Sindh",2022.0,0.0,,3,4,1.0,1.0,,0
Karachi ,Flat,244 Sq. Yd.,"PKR
1.9 Lakh",For ,"Frere Town, Karachi, Sindh",,0.0,,3,4,,,,0
Karachi ,Flat,222 Sq. Yd.,"PKR
2.1 Lakh",For ,"Clifton, Karachi, Sindh",2027.0,0.0,,3,3,1.0,,,0
Karachi ,Flat,244 Sq. Yd.,"PKR
2.15 Lakh",For ,"Clifton, Karachi, Sindh",2020.0,0.0,,3,4,1.0,1.0,,0
Karachi ,Lower Portion,"1,000 Sq. Yd.","PKR
6 Lakh",For ,"Jamshed Town, Karachi, Sindh",2012.0,0.0,2.0,6,3,4.0,2.0,,0
Karachi ,House,"1,200 Sq. Yd.","PKR
15 Lakh",For ,"Shahra-e-Faisal, Karachi, Sindh",2012.0,0.0,2.0,10,5,4.0,2.0,,0
Karachi ,House,300 Sq. Yd.,"PKR
3.25 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,-,-,,,,0
Karachi ,Flat,183 Sq. Yd.,"PKR
2.95 Lakh",For ,"DHA Defence, Karachi, Sindh",2025.0,0.0,,2,3,1.0,1.0,,0
Karachi ,Flat,182 Sq. Yd.,"PKR
2.9 Lakh",For ,"DHA Defence, Karachi, Sindh",2022.0,0.0,,2,3,1.0,1.0,,0
Karachi ,Flat,133 Sq. Yd.,"PKR
42 Thousand",For ,"University Road, Karachi, Sindh",2025.0,0.0,,2,2,3.0,1.0,,0
Karachi ,Flat,172 Sq. Yd.,"PKR
1 Lakh",For ,"North Nazimabad, Karachi, Sindh",2016.0,0.0,,3,3,1.0,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
5 Lakh",For ,"DHA Defence, Karachi, Sindh",2023.0,0.0,1.0,5,6,2.0,2.0,,0
Karachi ,Flat,133 Sq. Yd.,"PKR
1.2 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,3,3,,,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
10 Lakh",For ,"Jamshed Town, Karachi, Sindh",,0.0,,10,6,,,,0
Karachi ,House,"3,000 Sq. Yd.","PKR
25 Lakh",For ,"Shahra-e-Faisal, Karachi, Sindh",2015.0,0.0,2.0,10,6,2.0,2.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
15 Lakh",For ,"Shahra-e-Faisal, Karachi, Sindh",2015.0,0.0,2.0,10,6,1.0,2.0,,0
Karachi ,Flat,150 Sq. Yd.,"PKR
1.9 Lakh",For ,"DHA Defence, Karachi, Sindh",2023.0,0.0,,3,3,,,,0
Karachi ,House,666 Sq. Yd.,"PKR
4 Lakh",For ,"DHA Defence, Karachi, Sindh",2025.0,0.0,,3,3,1.0,,,0
Karachi ,Flat,227 Sq. Yd.,"PKR
2.75 Lakh",For ,"DHA Defence, Karachi, Sindh",2021.0,0.0,,3,3,,,,0
Karachi ,Flat,161 Sq. Yd.,"PKR
1.5 Lakh",For ,"DHA Defence, Karachi, Sindh",2022.0,0.0,,3,4,1.0,,,0
Karachi ,House,152 Sq. Yd.,"PKR
35 Thousand",For ,"Bahria Town Karachi, Karachi, Sindh",2025.0,0.0,,3,4,1.0,1.0,,0
Karachi ,Flat,667 Sq. Yd.,"PKR
3.25 Lakh",For ,"Clifton, Karachi, Sindh",2022.0,0.0,,5,6,1.0,1.0,,0
Karachi ,Flat,222 Sq. Yd.,"PKR
1.75 Lakh",For ,"Clifton, Karachi, Sindh",2023.0,0.0,,3,4,1.0,1.0,,0
Karachi ,Flat,256 Sq. Yd.,"PKR
1.75 Lakh",For ,"Clifton, Karachi, Sindh",2024.0,0.0,,3,4,1.0,1.0,,0
Karachi ,Flat,244 Sq. Yd.,"PKR
1.8 Lakh",For ,"Clifton, Karachi, Sindh",2023.0,0.0,,3,4,,,,0
Karachi ,Flat,422 Sq. Yd.,"PKR
3.5 Lakh",For ,"Clifton, Karachi, Sindh",,0.0,,4,5,,,,0
Karachi ,Flat,311 Sq. Yd.,"PKR
3 Lakh",For ,"Clifton, Karachi, Sindh",2020.0,0.0,,4,6,1.0,2.0,,0
Karachi ,Flat,244 Sq. Yd.,"PKR
2.4 Lakh",For ,"Bath Island, Karachi, Sindh",2024.0,0.0,,3,4,1.0,2.0,,0
Karachi ,Flat,356 Sq. Yd.,"PKR
2.6 Lakh",For ,"Bath Island, Karachi, Sindh",2017.0,0.0,,4,6,1.0,2.0,,0
Karachi ,Flat,300 Sq. Yd.,"PKR
2.55 Lakh",For ,"DHA Defence, Karachi, Sindh",2019.0,0.0,,4,5,1.0,1.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
10.5 Lakh",For ,"KDA Scheme 1, Karachi, Sindh",1.0,0.0,1.0,5,5,1.0,2.0,,0
Karachi ,Flat,111 Sq. Yd.,"PKR
70 Thousand",For ,"DHA Defence, Karachi, Sindh",2025.0,0.0,,2,2,,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
1.85 Lakh",For ,"Malir, Karachi, Sindh",2025.0,0.0,,5,5,2.0,2.0,,0
Karachi ,House,300 Sq. Yd.,"PKR
2.5 Lakh",For ,"DHA Defence, Karachi, Sindh",2025.0,0.0,2.0,4,5,1.0,2.0,,0
Karachi ,Upper Portion,500 Sq. Yd.,"PKR
2 Lakh",For ,"DHA Defence, Karachi, Sindh",2017.0,0.0,1.0,3,4,1.0,2.0,,0
Karachi ,Lower Portion,200 Sq. Yd.,"PKR
65 Thousand",For ,"Scheme 33, Karachi, Sindh",2025.0,0.0,2.0,3,3,3.0,1.0,,0
Karachi ,Upper Portion,256 Sq. Yd.,"PKR
1.15 Lakh",For ,"North Nazimabad, Karachi, Sindh",,0.0,,4,4,,,,0
Karachi ,Lower Portion,500 Sq. Yd.,"PKR
1.4 Lakh",For ,"Malir, Karachi, Sindh",2024.0,0.0,,3,3,1.0,1.0,,0
Karachi ,Flat,167 Sq. Yd.,"PKR
1.25 Lakh",For ,"DHA Defence, Karachi, Sindh",2025.0,0.0,,3,3,1.0,2.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
15 Lakh",For ,"Jamshed Town, Karachi, Sindh",2015.0,0.0,,5,6,2.0,2.0,,0
Karachi ,House,"2,000 Sq. Yd.","PKR
30 Lakh",For ,"Jamshed Town, Karachi, Sindh",2000.0,0.0,4.0,10,6,2.0,2.0,,0
Karachi ,Flat,311 Sq. Yd.,"PKR
2.25 Lakh",For ,"Frere Town, Karachi, Sindh",,0.0,,4,6,1.0,2.0,,0
Karachi ,Flat,178 Sq. Yd.,"PKR
1.3 Lakh",For ,"Gulistan-e-Jauhar, Karachi, Sindh",2024.0,0.0,,3,4,1.0,,,0
Karachi ,Upper Portion,"1,000 Sq. Yd.","PKR
5 Lakh",For ,"Shahra-e-Faisal, Karachi, Sindh",,0.0,,-,-,,,,0
Karachi ,House,375 Sq. Yd.,"PKR
1 Lakh",For ,"Cantt, Karachi, Sindh",2024.0,0.0,2.0,5,6,1.0,1.0,,0
Karachi ,Upper Portion,500 Sq. Yd.,"PKR
1.75 Lakh",For ,"DHA Defence, Karachi, Sindh",2022.0,0.0,,3,4,1.0,,,0
Karachi ,Flat,289 Sq. Yd.,"PKR
1.9 Lakh",For ,"Bath Island, Karachi, Sindh",2024.0,0.0,,4,5,1.0,1.0,,0
Karachi ,Flat,178 Sq. Yd.,"PKR
95 Thousand",For ,"Clifton, Karachi, Sindh",2023.0,0.0,,3,4,1.0,1.0,,0
Karachi ,Flat,289 Sq. Yd.,"PKR
3 Lakh",For ,"Bath Island, Karachi, Sindh",2024.0,0.0,,4,5,1.0,2.0,,0
Karachi ,Flat,467 Sq. Yd.,"PKR
2.3 Lakh",For ,"Clifton, Karachi, Sindh",2022.0,0.0,,4,6,1.0,2.0,,0
Karachi ,Flat,289 Sq. Yd.,"PKR
2.5 Lakh",For ,"Bath Island, Karachi, Sindh",2023.0,0.0,,4,6,1.0,1.0,,0
Karachi ,Flat,244 Sq. Yd.,"PKR
1.9 Lakh",For ,"Clifton, Karachi, Sindh",2023.0,0.0,,4,5,1.0,1.0,,0
Karachi ,Flat,150 Sq. Yd.,"PKR
1.05 Lakh",For ,"Clifton, Karachi, Sindh",2000.0,0.0,,2,3,1.0,1.0,,0
Karachi ,Flat,222 Sq. Yd.,"PKR
1.6 Lakh",For ,"Clifton, Karachi, Sindh",2018.0,0.0,,3,4,1.0,1.0,,0
Karachi ,Lower Portion,500 Sq. Yd.,"PKR
2.45 Lakh",For ,"DHA Defence, Karachi, Sindh",2025.0,0.0,2.0,3,3,2.0,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
3.6 Lakh",For ,"DHA Defence, Karachi, Sindh",2015.0,0.0,2.0,5,6,1.0,2.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
5.5 Lakh",For ,"Gulshan-e-Iqbal Town, Karachi, Sindh",7.0,0.0,2.0,6,6,2.0,2.0,,0
Karachi ,Flat,211 Sq. Yd.,"PKR
2 Lakh",For ,"DHA Defence, Karachi, Sindh",2019.0,0.0,,2,3,1.0,2.0,,0
Karachi ,House,375 Sq. Yd.,"PKR
1.1 Lakh",For ,"Cantt, Karachi, Sindh",,0.0,,5,5,,1.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
10 Lakh",For ,"Tipu Sultan Road, Karachi, Sindh",2019.0,0.0,2.0,10,6,2.0,2.0,,0
Karachi ,House,666 Sq. Yd.,"PKR
6.5 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,6,6,,,,0
Karachi ,House,300 Sq. Yd.,"PKR
3.5 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,4,5,1.0,1.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
9 Lakh",For ,"DHA Defence, Karachi, Sindh",2018.0,0.0,,6,6,2.0,2.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
7 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,4,5,2.0,1.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
20 Lakh",For ,"Shahra-e-Faisal, Karachi, Sindh",2017.0,0.0,,-,-,2.0,1.0,,0
Karachi ,House,"2,200 Sq. Yd.","PKR
35 Lakh",For ,"Jamshed Town, Karachi, Sindh",2015.0,0.0,2.0,10,6,2.0,2.0,,0
Karachi ,Flat,106 Sq. Yd.,"PKR
28 Thousand",For ,"Bahria Town Karachi, Karachi, Sindh",,0.0,,2,2,,1.0,,0
Karachi ,House,235 Sq. Yd.,"PKR
18 Thousand",For ,"Bahria Town Karachi, Karachi, Sindh",2024.0,0.0,2.0,3,3,1.0,1.0,,0
Karachi ,Flat,156 Sq. Yd.,"PKR
1.1 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,3,3,,,,0
Karachi ,Lower Portion,"1,000 Sq. Yd.","PKR
3.5 Lakh",For ,"DHA Defence, Karachi, Sindh",2022.0,0.0,2.0,2,2,1.0,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
5.2 Lakh",For ,"DHA Defence, Karachi, Sindh",2020.0,0.0,1.0,6,6,1.0,1.0,,0
Karachi ,House,300 Sq. Yd.,"PKR
3 Lakh",For ,"Jamshed Town, Karachi, Sindh",,0.0,,-,-,,,,0
Karachi ,House,500 Sq. Yd.,"PKR
3.8 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,5,6,,,,0
Karachi ,Upper Portion,240 Sq. Yd.,"PKR
75 Thousand",For ,"Gulistan-e-Jauhar, Karachi, Sindh",,0.0,,3,3,,,,0
Karachi ,Lower Portion,240 Sq. Yd.,"PKR
65 Thousand",For ,"Gulistan-e-Jauhar, Karachi, Sindh",2024.0,0.0,2.0,3,3,1.0,1.0,,0
Karachi ,Flat,183 Sq. Yd.,"PKR
1.65 Lakh",For ,"Shaheed Millat Road, Karachi, Sindh",,0.0,,3,4,,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
1.5 Lakh",For ,"Bahria Town Karachi, Karachi, Sindh",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Karachi ,Flat,111 Sq. Yd.,"PKR
65 Thousand",For ,"DHA Defence, Karachi, Sindh",,0.0,,2,2,,,,0
Karachi ,Flat,167 Sq. Yd.,"PKR
1.1 Lakh",For ,"Clifton, Karachi, Sindh",2019.0,0.0,,3,3,2.0,2.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
4.85 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,5,6,1.0,2.0,,0
Karachi ,House,375 Sq. Yd.,"PKR
2.1 Lakh",For ,"Cantt, Karachi, Sindh",,0.0,2.0,5,5,1.0,1.0,,0
Karachi ,House,600 Sq. Yd.,"PKR
8 Lakh",For ,"Jamshed Town, Karachi, Sindh",2010.0,0.0,3.0,8,6,1.0,1.0,,0
Karachi ,Flat,272 Sq. Yd.,"PKR
2.9 Lakh",For ,"Shaheed Millat Road, Karachi, Sindh",2023.0,0.0,,4,4,,2.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
6 Lakh",For ,"North Nazimabad, Karachi, Sindh",2.0,0.0,2.0,9,7,1.0,1.0,,0
Karachi ,Flat,244 Sq. Yd.,"PKR
90 Thousand",For ,"North Nazimabad, Karachi, Sindh",2025.0,0.0,,4,4,1.0,2.0,,0
Karachi ,House,120 Sq. Yd.,"PKR
2.2 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,4,4,,,,0
Karachi ,Upper Portion,800 Sq. Yd.,"PKR
1.45 Lakh",For ,"DHA Defence, Karachi, Sindh",2025.0,0.0,,3,3,,,,0
Karachi ,Flat,244 Sq. Yd.,"PKR
1.8 Lakh",For ,"Civil Lines, Karachi, Sindh",2019.0,0.0,,3,4,,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
5 Lakh",For ,"DHA Defence, Karachi, Sindh",2015.0,0.0,2.0,6,6,1.0,2.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
15 Lakh",For ,"Jamshed Town, Karachi, Sindh",2021.0,0.0,3.0,-,-,4.0,2.0,,0
Karachi ,House,"2,000 Sq. Yd.","PKR
30 Lakh",For ,"Jamshed Town, Karachi, Sindh",2000.0,0.0,4.0,10,6,2.0,2.0,,0
Karachi ,Flat,94 Sq. Yd.,"PKR
70 Thousand",For ,"Jamshed Town, Karachi, Sindh",2018.0,0.0,,2,3,1.0,1.0,,0
Karachi ,Flat,106 Sq. Yd.,"PKR
26 Thousand",For ,"Bahria Town Karachi, Karachi, Sindh",,0.0,,2,2,,,,0
Karachi ,House,125 Sq. Yd.,"PKR
35 Thousand",For ,"Bahria Town Karachi, Karachi, Sindh",2018.0,0.0,1.0,4,4,1.0,1.0,,0
Karachi ,House,27 Sq. Yd.,"PKR
1.95 Lakh",For ,"Naya Nazimabad, Karachi, Sindh",,0.0,,5,6,,,,0
Karachi ,Upper Portion,111 Sq. Yd.,"PKR
70 Thousand",For ,"Jamshed Town, Karachi, Sindh",2024.0,0.0,,3,3,1.0,1.0,,0
Karachi ,Upper Portion,200 Sq. Yd.,"PKR
80 Thousand",For ,"North Nazimabad, Karachi, Sindh",,0.0,,3,3,,1.0,,0
Karachi ,House,272 Sq. Yd.,"PKR
75 Thousand",For ,"Bahria Town Karachi, Karachi, Sindh",2025.0,0.0,2.0,2,3,1.0,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
4 Lakh",For ,"DHA Defence, Karachi, Sindh",2012.0,0.0,,5,6,1.0,2.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
3.6 Lakh",For ,"DHA Defence, Karachi, Sindh",2008.0,0.0,,5,6,1.0,,,0
Karachi ,House,500 Sq. Yd.,"PKR
3.7 Lakh",For ,"DHA Defence, Karachi, Sindh",2010.0,0.0,2.0,5,6,2.0,4.0,,0
Karachi ,House,550 Sq. Yd.,"PKR
6 Lakh",For ,"Clifton, Karachi, Sindh",2010.0,0.0,,5,6,2.0,2.0,,0
Karachi ,House,600 Sq. Yd.,"PKR
8 Lakh",For ,"Jamshed Town, Karachi, Sindh",1990.0,0.0,,6,6,1.0,2.0,,0
Karachi ,Upper Portion,600 Sq. Yd.,"PKR
2.75 Lakh",For ,"Jamshed Town, Karachi, Sindh",,0.0,,6,4,,,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
13 Lakh",For ,"Clifton, Karachi, Sindh",,0.0,2.0,7,7,,,,0
Karachi ,House,500 Sq. Yd.,"PKR
6.5 Lakh",For ,"DHA Defence, Karachi, Sindh",2020.0,0.0,2.0,6,7,2.0,2.0,,0
Karachi ,Upper Portion,600 Sq. Yd.,"PKR
2.3 Lakh",For ,"North Nazimabad, Karachi, Sindh",2022.0,0.0,,5,5,1.0,1.0,,0
Karachi ,Flat,200 Sq. Yd.,"PKR
1.8 Lakh",For ,"Clifton, Karachi, Sindh",2024.0,0.0,,3,3,2.0,2.0,,0
Karachi ,Flat,50 Sq. Yd.,"PKR
35 Thousand",For ,"DHA Defence, Karachi, Sindh",2021.0,0.0,,1,1,1.0,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
3.9 Lakh",For ,"DHA Defence, Karachi, Sindh",2024.0,0.0,,5,5,,2.0,,0
Karachi ,Flat,267 Sq. Yd.,"PKR
1.9 Lakh",For ,"Clifton, Karachi, Sindh",2025.0,0.0,,3,4,2.0,,,0
Karachi ,House,500 Sq. Yd.,"PKR
3.8 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,,5,5,,,,0
Karachi ,House,120 Sq. Yd.,"PKR
2.5 Lakh",For ,"DHA Defence, Karachi, Sindh",2024.0,0.0,3.0,4,5,1.0,,,0
Karachi ,Flat,300 Sq. Yd.,"PKR
1 Lakh",For ,"Jinnah Avenue, Karachi, Sindh",2024.0,0.0,,4,5,1.0,1.0,,0
Karachi ,House,"2,778 Sq. Yd.","PKR
30 Lakh",For ,"Jamshed Town, Karachi, Sindh",2015.0,0.0,4.0,-,-,1.0,1.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
17 Lakh",For ,"Shaheed Millat Road, Karachi, Sindh",2022.0,0.0,2.0,-,-,,1.0,,0
Karachi ,Flat,"1,944 Sq. Yd.","PKR
1.1 Lakh",For ,"Shahra-e-Usman, Karachi, Sindh",2023.0,0.0,,3,3,1.0,1.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
4.4 Lakh",For ,"DHA Defence, Karachi, Sindh",,0.0,1.0,6,6,2.0,1.0,,0
Karachi ,House,100 Sq. Yd.,"PKR
2 Lakh",For ,"DHA Defence, Karachi, Sindh",2025.0,0.0,,3,4,,,,0
Karachi ,Flat,178 Sq. Yd.,"PKR
1.35 Lakh",For ,"Clifton, Karachi, Sindh",2016.0,0.0,,3,4,1.0,1.0,,0
Karachi ,Upper Portion,"1,000 Sq. Yd.","PKR
2.5 Lakh",For ,"DHA Defence, Karachi, Sindh",2019.0,0.0,,4,6,,,,0
Karachi ,Upper Portion,600 Sq. Yd.,"PKR
1.8 Lakh",For ,"Shahra-e-Faisal, Karachi, Sindh",2014.0,0.0,2.0,4,5,,1.0,,0
Karachi ,House,600 Sq. Yd.,"PKR
4.5 Lakh",For ,"Shahra-e-Faisal, Karachi, Sindh",,0.0,,4,4,,,,0
Karachi ,Flat,300 Sq. Yd.,"PKR
95 Thousand",For ,"Cantt, Karachi, Sindh",2003.0,0.0,,3,3,,1.0,,0
Karachi ,Upper Portion,500 Sq. Yd.,"PKR
1.75 Lakh",For ,"DHA Defence, Karachi, Sindh",2020.0,0.0,,3,3,1.0,1.0,,0
Karachi ,Upper Portion,500 Sq. Yd.,"PKR
1.8 Lakh",For ,"DHA Defence, Karachi, Sindh",2015.0,0.0,1.0,3,3,,1.0,,0
Karachi ,Flat,222 Sq. Yd.,"PKR
1.45 Lakh",For ,"Clifton, Karachi, Sindh",,0.0,,4,4,,1.0,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
22 Lakh",For ,"DHA Defence, Karachi, Sindh",2025.0,0.0,,6,7,,,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
12 Lakh",For ,"DHA Defence, Karachi, Sindh",2024.0,0.0,,5,7,,,,0
Karachi ,Upper Portion,220 Sq. Yd.,"PKR
90 Thousand",For ,"North Nazimabad, Karachi, Sindh",2023.0,0.0,1.0,3,3,1.0,1.0,,0
Karachi ,House,600 Sq. Yd.,"PKR
6 Lakh",For ,"KDA Scheme 1, Karachi, Sindh",,0.0,,5,6,,,,0
Karachi ,Lower Portion,100 Sq. Yd.,"PKR
75 Thousand",For ,"Jamshed Town, Karachi, Sindh",,0.0,,2,2,,,,0
Karachi ,Upper Portion,178 Sq. Yd.,"PKR
1.2 Lakh",For ,"Jamshed Town, Karachi, Sindh",,0.0,,3,3,,,,0
Karachi ,Flat,211 Sq. Yd.,"PKR
70 Thousand",For ,"Jinnah Avenue, Karachi, Sindh",2024.0,0.0,,3,4,1.0,1.0,,0
Karachi ,Upper Portion,150 Sq. Yd.,"PKR
1.3 Lakh",For ,"Tipu Sultan Road, Karachi, Sindh",2010.0,0.0,,3,3,1.0,,,0
Karachi ,Upper Portion,226 Sq. Yd.,"PKR
45 Thousand",For ,"Gulistan-e-Jauhar, Karachi, Sindh",2023.0,0.0,2.0,3,3,2.0,1.0,,0
Karachi ,House,220 Sq. Yd.,"PKR
3 Lakh",For ,"Shaheed Millat Road, Karachi, Sindh",,0.0,,4,4,,,,0
Karachi ,House,250 Sq. Yd.,"PKR
2.25 Lakh",For ,"Clifton, Karachi, Sindh",,0.0,,4,4,,,,0
Karachi ,House,120 Sq. Yd.,"PKR
75 Thousand",For ,"Scheme 33, Karachi, Sindh",2024.0,0.0,1.0,4,4,1.0,1.0,,0
Karachi ,House,400 Sq. Yd.,"PKR
4 Lakh",For ,"KDA Scheme 1, Karachi, Sindh",1.0,0.0,,5,5,1.0,2.0,,0
Karachi ,House,400 Sq. Yd.,"PKR
4 Lakh",For ,"Gulshan-e-Iqbal Town, Karachi, Sindh",1.0,0.0,2.0,5,5,1.0,1.0,,0
Karachi ,House,600 Sq. Yd.,"PKR
4 Lakh",For ,"Gulshan-e-Iqbal Town, Karachi, Sindh",,0.0,,4,5,,,,0
Karachi ,House,"1,000 Sq. Yd.","PKR
16 Lakh",For ,"Clifton, Karachi, Sindh",2024.0,0.0,,8,7,2.0,2.0,,0
Karachi ,House,"1,160 Sq. Yd.","PKR
16 Lakh",For ,"Clifton, Karachi, Sindh",,0.0,,11,7,2.0,2.0,,0
Karachi ,House,500 Sq. Yd.,"PKR
5.5 Lakh",For ,"Clifton, Karachi, Sindh",0.0,0.0,,7,6,,1.0,,0
Karachi ,Upper Portion,600 Sq. Yd.,"PKR
2 Lakh",For ,"Gulshan-e-Iqbal Town, Karachi, Sindh",,0.0,,3,4,,,,0
Karachi ,House,"2,000 Sq. Yd.","PKR
40 Lakh",For ,"DHA Defence, Karachi, Sindh",2020.0,0.0,,7,7,,,,0
