City,Type,Area,Price,Purpose,Location,Built in year,Electricity Backup,Floors,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Lawn or Garden,Luxury_Score
Rawalpindi,House,5 Marla,"PKR
1.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,2.0,3,4,1.0,1.0,,0
Rawalpindi,House,11 Marla,"PKR
5.15 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
2.55 Crore",For Sale,"Bostan Valley, Rawalpindi, Punjab",,0.0,,4,6,,,,0
Rawalpindi,House,7 Marla,"PKR
2.3 Crore",For Sale,"Gulshan Abad, Rawalpindi, Punjab",,0.0,,6,6,,,,0
Rawalpindi,House,1 Kanal,"PKR
8.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.55 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,12.1 Marla,"PKR
5.5 Crore",For Sale,"Range Road, Rawalpindi, Punjab",2024.0,0.0,,7,6,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.28 Crore",For Sale,"Adiala Road, Rawalpindi, Punjab",2025.0,0.0,,3,4,,1.0,,0
Rawalpindi,House,6.7 Marla,"PKR
2.15 Crore",For Sale,"Airport Housing Society, Rawalpindi, Punjab",2025.0,0.0,,5,5,,1.0,,0
Rawalpindi,House,7 Marla,"PKR
2.5 Crore",For Sale,"Kamala Abad, Rawalpindi, Punjab",,0.0,,5,6,,,,0
Rawalpindi,House,1 Kanal,"PKR
9.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2027.0,0.0,,5,6,1.0,1.0,,0
Rawalpindi,House,1 Kanal,"PKR
17 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.25 Crore",For Sale,"Gulshan Abad, Rawalpindi, Punjab",2025.0,0.0,,6,6,,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
9.8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,6,6,1.0,1.0,,0
Rawalpindi,House,10 Marla,"PKR
5.9 Crore",For Sale,"Askari 14, Rawalpindi, Punjab",2011.0,0.0,2.0,5,6,1.0,1.0,,0
Rawalpindi,House,7 Marla,"PKR
1.85 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2022.0,0.0,,5,6,2.0,,,0
Rawalpindi,House,5 Marla,"PKR
1.35 Crore",For Sale,"Gulshan Abad, Rawalpindi, Punjab",2025.0,0.0,1.0,2,3,,1.0,,0
Rawalpindi,House,10 Marla,"PKR
3.7 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
7 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2018.0,0.0,3.0,10,6,,3.0,,0
Rawalpindi,House,1 Kanal,"PKR
9.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,2.0,6,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.4 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
5.2 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
8.75 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,6,6,1.0,2.0,,0
Rawalpindi,House,17 Marla,"PKR
7.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2022.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,7 Marla,"PKR
2.5 Crore",For Sale,"Dhok Sayedan Road, Rawalpindi, Punjab",,0.0,,6,6,,,,0
Rawalpindi,House,6 Marla,"PKR
2.8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2019.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.6 Crore",For Sale,"Adiala Road, Rawalpindi, Punjab",2025.0,0.0,2.0,3,4,1.0,2.0,,0
Rawalpindi,House,8 Marla,"PKR
1.6 Crore",For Sale,"Defence Road, Rawalpindi, Punjab",,0.0,,3,3,,,,0
Rawalpindi,House,10 Marla,"PKR
2.7 Crore",For Sale,"Gulshan Abad, Rawalpindi, Punjab",2024.0,0.0,2.0,6,6,,,,0
Rawalpindi,House,10 Marla,"PKR
4.25 Crore",For Sale,"Shalley Valley, Rawalpindi, Punjab",,0.0,,6,6,,1.0,,0
Rawalpindi,House,10 Marla,"PKR
3.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
7.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,,5,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
12.5 Crore",For Sale,"Cantt, Rawalpindi, Punjab",2018.0,0.0,,5,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
7.35 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2018.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
6.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,5.0,5,6,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.55 Crore",For Sale,"Defence Road, Rawalpindi, Punjab",2024.0,0.0,5.0,4,4,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
2.1 Crore",For Sale,"Defence Road, Rawalpindi, Punjab",,0.0,,4,5,,,,0
Rawalpindi,House,7 Marla,"PKR
1.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2020.0,0.0,2.0,5,7,,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.35 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.45 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,5,1.0,2.0,,0
Rawalpindi,House,13 Marla,"PKR
5.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.7 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,16 Marla,"PKR
6.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,3.0,6,6,1.0,3.0,,0
Rawalpindi,House,10 Marla,"PKR
3.4 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.4 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.3 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,11 Marla,"PKR
5.3 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,16 Marla,"PKR
6.45 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
48 Lakh",For Sale,"Kohala, Rawalpindi, Punjab",2023.0,0.0,,3,3,1.0,2.0,,0
Rawalpindi,House,3.8 Marla,"PKR
1.45 Crore",For Sale,"Afshan Colony, Rawalpindi, Punjab",2016.0,0.0,2.0,3,5,1.0,1.0,,0
Rawalpindi,House,1.7 Kanal,"PKR
15 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,,6,-,4.0,2.0,,0
Rawalpindi,House,9 Marla,"PKR
3.3 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,1.0,5,6,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.9 Crore",For Sale,"Adiala Road, Rawalpindi, Punjab",2025.0,0.0,2.0,4,5,2.0,3.0,,0
Rawalpindi,House,9 Marla,"PKR
2.99 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,3.0,4,5,2.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.7 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,3.0,3,4,1.0,2.0,,0
Rawalpindi,House,6 Marla,"PKR
1.6 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,4,4,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.75 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,3,4,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.65 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2017.0,0.0,,3,4,1.0,1.0,,0
Rawalpindi,House,12 Marla,"PKR
4.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2012.0,0.0,2.0,3,4,1.0,1.0,,0
Rawalpindi,House,10 Marla,"PKR
3.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2013.0,0.0,2.0,4,5,1.0,1.0,,0
Rawalpindi,House,5 Marla,"PKR
1.24 Crore",For Sale,"Airport Housing Society, Rawalpindi, Punjab",,0.0,,3,4,,,,0
Rawalpindi,House,10 Marla,"PKR
4 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,,5,5,,,,0
Rawalpindi,House,5 Marla,"PKR
2.2 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,,4,4,,,,0
Rawalpindi,House,18 Marla,"PKR
8.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,4,7,2.0,2.0,,0
Rawalpindi,House,1.6 Kanal,"PKR
8.3 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2022.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.7 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,4,6,1.0,2.0,,0
Rawalpindi,House,1.3 Kanal,"PKR
11 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.6 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2022.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
13 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,7,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.65 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.55 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,3,4,1.0,1.0,,0
Rawalpindi,House,1 Kanal,"PKR
8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2016.0,0.0,2.0,7,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
2.45 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2022.0,0.0,3.0,5,6,1.0,2.0,,0
Rawalpindi,House,9 Marla,"PKR
3.3 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,2.0,5,5,,,,0
Rawalpindi,House,18.4 Marla,"PKR
12 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,,10,7,,,,0
Rawalpindi,House,1 Kanal,"PKR
8.25 Crore",For Sale,"Chaklala Scheme, Rawalpindi, Punjab",2024.0,0.0,,7,7,,1.0,,0
Rawalpindi,House,5 Marla,"PKR
1.05 Crore",For Sale,"Lalazar 2, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.65 Crore",For Sale,"Adiala Road, Rawalpindi, Punjab",2025.0,0.0,2.0,4,5,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.55 Crore",For Sale,"Adiala Road, Rawalpindi, Punjab",,0.0,,3,4,,1.0,,0
Rawalpindi,House,1.2 Kanal,"PKR
19 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,3.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
2.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,2.0,4,4,1.0,2.0,,0
Rawalpindi,House,16 Marla,"PKR
2.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,4,5,1.0,2.0,,0
Rawalpindi,House,18 Marla,"PKR
8.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,6,7,2.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
5.3 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2020.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,1.1 Kanal,"PKR
7.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,6,7,1.0,2.0,,0
Rawalpindi,House,7 Marla,"PKR
2.65 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,12 Marla,"PKR
4.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
5.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,15 Marla,"PKR
3.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.4 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2021.0,0.0,3.0,6,6,1.0,3.0,,0
Rawalpindi,House,1 Kanal,"PKR
11 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,3.0,8,6,1.0,2.0,,0
Rawalpindi,House,7 Marla,"PKR
2.6 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,4,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,4.3 Marla,"PKR
92 Lakh",For Sale,"Adiala Road, Rawalpindi, Punjab",,0.0,,3,3,,1.0,,0
Rawalpindi,House,5 Marla,"PKR
1.87 Crore",For Sale,"Adiala Road, Rawalpindi, Punjab",2025.0,0.0,3.0,4,5,,2.0,,0
Rawalpindi,House,5 Marla,"PKR
1.2 Crore",For Sale,"Adiala Road, Rawalpindi, Punjab",,0.0,,3,3,,1.0,,0
Rawalpindi,House,7 Marla,"PKR
2.75 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,,5,6,,,,0
Rawalpindi,House,10 Marla,"PKR
5.3 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,,5,5,1.0,2.0,,0
Rawalpindi,House,5 Marla,"PKR
2.35 Crore",For Sale,"Tulsa Road, Rawalpindi, Punjab",2025.0,0.0,2.0,2,3,1.0,1.0,,0
Rawalpindi,House,6 Marla,"PKR
3.15 Crore",For Sale,"Media Town, Rawalpindi, Punjab",,0.0,,5,5,,,,0
Rawalpindi,House,6.7 Marla,"PKR
2.17 Crore",For Sale,"Airport Housing Society, Rawalpindi, Punjab",2025.0,0.0,3.0,5,5,1.0,2.0,,0
Rawalpindi,House,11 Marla,"PKR
5.4 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
5.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,18 Marla,"PKR
7.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,1.0,,0
Rawalpindi,House,5 Marla,"PKR
1.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,,3,4,,1.0,,0
Rawalpindi,House,3.5 Marla,"PKR
62 Lakh",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,,2,1,1.0,1.0,,0
Rawalpindi,House,10 Marla,"PKR
4.85 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,6,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.4 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2013.0,0.0,,5,6,,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2020.0,0.0,2.0,5,6,1.0,1.0,,0
Rawalpindi,House,1 Kanal,"PKR
9.8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,7 Marla,"PKR
2.9 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,4,6,1.0,2.0,,0
Rawalpindi,House,1.1 Kanal,"PKR
9.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,6,6,1.0,4.0,,0
Rawalpindi,House,16 Marla,"PKR
5.8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
5.7 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,4,6,1.0,2.0,,0
Rawalpindi,House,12 Marla,"PKR
3.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.9 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
8.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,11 Marla,"PKR
4.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,13 Marla,"PKR
4.4 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,12 Marla,"PKR
5.2 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,,5,5,1.0,2.0,,0
Rawalpindi,House,7 Marla,"PKR
3.1 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,7 Marla,"PKR
2.8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,7 Marla,"PKR
2.9 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.9 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
10.4 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,3.0,7,6,1.0,2.0,,0
Rawalpindi,House,7 Marla,"PKR
3.3 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,6,6,1.0,2.0,,0
Rawalpindi,House,7 Marla,"PKR
2.45 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,4,6,,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
5.25 Crore",For Sale,"Askari 14, Rawalpindi, Punjab",,0.0,,4,5,1.0,1.0,,0
Rawalpindi,House,13 Marla,"PKR
2.7 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,,5,5,,,,0
Rawalpindi,House,5 Marla,"PKR
1.8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,2.0,3,3,,1.0,,0
Rawalpindi,House,1.2 Kanal,"PKR
14.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,2.0,3.0,,0
Rawalpindi,House,10 Marla,"PKR
4.2 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,4,5,1.0,,,0
Rawalpindi,House,10 Marla,"PKR
4.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,7 Marla,"PKR
2.8 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,12 Marla,"PKR
4.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
7 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,4,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
3.4 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,6,6,1.0,2.0,,0
Rawalpindi,House,18 Marla,"PKR
6.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,6,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
5.1 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2025.0,0.0,2.0,5,6,1.0,1.0,,0
Rawalpindi,House,7 Marla,"PKR
3.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
5.75 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,3.0,5,6,1.0,2.0,,0
Rawalpindi,House,13 Marla,"PKR
5.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,3.0,6,6,1.0,3.0,,0
Rawalpindi,House,1 Kanal,"PKR
8.75 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,3.0,6,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.25 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,10 Marla,"PKR
4.7 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2024.0,0.0,2.0,5,6,1.0,2.0,,0
Rawalpindi,House,2.7 Kanal,"PKR
26.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,3.0,6,6,1.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
11.95 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2023.0,0.0,2.0,5,6,2.0,2.0,,0
Rawalpindi,House,1 Kanal,"PKR
11.5 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",,0.0,,-,-,,2.0,,0
Rawalpindi,House,1.6 Kanal,"PKR
8.9 Crore",For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2022.0,0.0,2.0,5,6,1.0,1.0,,0
